,valence_image,arousal_image,dominance_image,focus_image,participant,stimulus_image
983,1,-219,-77,-225,LLM234,TTI_image_sleepy2.png
984,-225,79,-191,55,LLM234,TTI_image_shame2.png
985,-234,0,-41,37,LLM234,TTI_image_afraid10.png
986,-227,186,234,228,LLM234,TTI_image_mdisgust1.png
987,2,-137,-175,-87,LLM234,TTI_image_relaxed2.png
988,-6,235,-114,-43,LLM234,TTI_image_elevation5.png
989,-222,143,-32,234,LLM234,TTI_image_embarrass5.png
990,-222,165,120,219,LLM234,TTI_image_disgust1.png
991,181,-42,-214,-97,LLM234,TTI_image_satisfied9.png
992,0,1,-130,0,988090,TTI_image_pride4.png
993,-1,1,-1,-50,988090,TTI_image_shame2.png
994,62,94,-201,1,988090,TTI_image_surprise2.png
995,-2,-205,-197,-177,988090,TTI_image_sleepy2.png
996,215,-206,-234,185,988090,TTI_image_elevation5.png
997,-211,198,168,144,988090,TTI_image_contempt5.png
998,-192,41,-215,83,988090,TTI_image_guilt4.png
999,-224,204,229,220,988090,TTI_image_disgust1.png
1000,-210,215,231,218,988090,TTI_image_embarrass5.png
1001,232,-39,-232,-55,988090,TTI_image_satisfied9.png
1002,122,-224,-210,-225,988090,TTI_image_relaxed2.png
1003,8,-189,-135,-130,988090,TTI_image_gratitude4.png
1004,-30,19,24,25,988090,TTI_image_afraid10.png
1005,139,-208,-227,-212,988090,TTI_image_happy5.png
1006,-244,19,230,29,988090,TTI_image_mdisgust1.png
1007,-179,217,-111,219,988090,TTI_image_ranger1.png
1008,-31,177,-47,216,988090,TTI_image_anger4.png
1009,-118,-128,-118,-128,988090,TTI_image_sad5.png
1010,-233,-57,209,-61,LLM248,TTI_image_shame2.png
1011,151,-143,-148,-117,LLM248,TTI_image_sleepy2.png
1012,166,-153,-174,-164,LLM248,TTI_image_relaxed2.png
1013,10,-16,-35,-18,LLM248,TTI_image_sad5.png
1014,130,-127,-136,-110,LLM248,TTI_image_ranger1.png
1015,137,-24,-207,-181,LLM248,TTI_image_happy5.png
1016,25,-109,-18,-16,LLM248,TTI_image_pride4.png
1017,-151,-26,165,-24,LLM248,TTI_image_disgust1.png
1018,-223,44,215,-43,LLM248,TTI_image_anger4.png
1019,-51,-48,206,-19,LLM248,TTI_image_guilt4.png
1020,206,-28,-216,-34,LLM248,TTI_image_satisfied9.png
1021,10,-13,22,-19,LLM248,TTI_image_elevation5.png
1022,-176,-16,217,-27,LLM248,TTI_image_afraid10.png
1023,-220,-13,231,-21,LLM248,TTI_image_contempt5.png
1024,20,-17,20,-12,LLM248,TTI_image_mdisgust1.png
1025,-170,-23,123,-25,LLM248,TTI_image_embarrass5.png
1026,153,26,-153,-161,LLM248,TTI_image_surprise2.png
1027,111,-105,-131,-115,LLM248,TTI_image_gratitude4.png
1028,156,-181,-198,-190,LLM280,TTI_image_gratitude4.png
1029,-229,235,224,215,LLM280,TTI_image_contempt5.png
1030,198,-212,-206,217,LLM280,TTI_image_sleepy2.png
1031,220,227,-200,-228,LLM280,TTI_image_pride4.png
1032,-222,-190,-203,212,LLM280,TTI_image_guilt4.png
1033,-237,230,-212,229,LLM280,TTI_image_anger4.png
1034,-214,220,-222,214,LLM280,TTI_image_embarrass5.png
1035,214,-211,-205,-213,LLM280,TTI_image_relaxed2.png
1036,-217,227,-212,233,LLM280,TTI_image_afraid10.png
1037,215,225,-227,220,LLM280,TTI_image_elevation5.png
1038,-214,-199,-223,219,LLM280,TTI_image_shame2.png
1039,-235,227,-205,-206,LLM280,TTI_image_ranger1.png
1040,-238,-225,-182,224,LLM280,TTI_image_mdisgust1.png
1041,191,234,215,226,LLM280,TTI_image_surprise2.png
1042,216,-238,211,222,LLM280,TTI_image_happy5.png
1043,-221,78,228,70,LLM280,TTI_image_disgust1.png
1044,199,-146,-216,58,LLM280,TTI_image_satisfied9.png
1045,-237,-223,-227,209,LLM280,TTI_image_sad5.png
1046,-1,99,-97,0,157154,TTI_image_pride4.png
1047,-2,72,-80,1,157154,TTI_image_gratitude4.png
1048,172,-3,-171,-1,157154,TTI_image_surprise2.png
1049,2,-181,-197,-3,157154,TTI_image_sleepy2.png
1050,-238,0,223,2,157154,TTI_image_contempt5.png
1051,0,-220,-233,-1,157154,TTI_image_sad5.png
1052,-238,0,-214,1,157154,TTI_image_guilt4.png
1053,1,214,189,2,157154,TTI_image_embarrass5.png
1054,-230,0,1,-206,157154,TTI_image_shame2.png
1055,241,1,-229,2,157154,TTI_image_satisfied9.png
1056,-244,-1,0,238,157154,TTI_image_anger4.png
1057,228,0,0,235,157154,TTI_image_relaxed2.png
1058,238,-2,-238,1,157154,TTI_image_happy5.png
1059,-243,-2,228,1,157154,TTI_image_afraid10.png
1060,-239,0,0,237,157154,TTI_image_ranger1.png
1061,-233,-2,-238,1,157154,TTI_image_mdisgust1.png
1062,237,1,-238,1,157154,TTI_image_elevation5.png
1063,-249,-2,2,242,157154,TTI_image_disgust1.png
1064,-241,242,-241,242,wldmsdms2,TTI_image_shame2.png
1065,-10,243,-125,16,wldmsdms2,TTI_image_gratitude4.png
1066,-243,240,-245,243,wldmsdms2,TTI_image_ranger1.png
1067,-117,134,-121,124,wldmsdms2,TTI_image_embarrass5.png
1068,-241,244,-241,244,wldmsdms2,TTI_image_sad5.png
1069,-241,244,-241,244,wldmsdms2,TTI_image_mdisgust1.png
1070,125,-239,17,-219,wldmsdms2,TTI_image_sleepy2.png
1071,132,112,132,-103,wldmsdms2,TTI_image_surprise2.png
1072,126,-121,-4,-186,wldmsdms2,TTI_image_elevation5.png
1073,245,-127,-126,-132,wldmsdms2,TTI_image_satisfied9.png
1074,246,-122,-243,-244,wldmsdms2,TTI_image_pride4.png
1075,-249,245,-249,245,wldmsdms2,TTI_image_disgust1.png
1076,246,-242,-244,-246,wldmsdms2,TTI_image_relaxed2.png
1077,-245,244,-246,244,wldmsdms2,TTI_image_contempt5.png
1078,244,-243,-243,-246,wldmsdms2,TTI_image_happy5.png
1079,-113,113,-113,113,wldmsdms2,TTI_image_guilt4.png
1080,-244,244,-244,244,wldmsdms2,TTI_image_anger4.png
1081,-184,177,-184,177,wldmsdms2,TTI_image_afraid10.png
1082,31,-212,-2,2,LLM265,TTI_image_relaxed2.png
1083,-125,-82,96,-43,LLM265,TTI_image_guilt4.png
1084,33,43,-2,-32,LLM265,TTI_image_satisfied9.png
1085,-207,190,198,211,LLM265,TTI_image_afraid10.png
1086,31,-62,23,83,LLM265,TTI_image_pride4.png
1087,-73,68,53,79,LLM265,TTI_image_anger4.png
1088,-118,55,121,51,LLM265,TTI_image_embarrass5.png
1089,64,105,47,-227,LLM265,TTI_image_elevation5.png
1090,-31,36,52,42,LLM265,TTI_image_mdisgust1.png
1091,-230,220,195,208,LLM265,TTI_image_contempt5.png
1092,6,249,-3,-228,LLM265,TTI_image_ranger1.png
1093,213,-225,-211,-224,LLM265,TTI_image_happy5.png
1094,-241,-1,-2,229,LLM265,TTI_image_disgust1.png
1095,-1,-235,-6,-232,LLM265,TTI_image_sleepy2.png
1096,-2,-246,-1,-6,LLM265,TTI_image_gratitude4.png
1097,-237,6,61,163,LLM265,TTI_image_sad5.png
1098,-209,-209,191,216,LLM265,TTI_image_shame2.png
1099,189,181,184,-148,LLM265,TTI_image_surprise2.png
1100,-181,190,-175,190,LLM250,TTI_image_anger4.png
1101,-182,194,195,186,LLM250,TTI_image_contempt5.png
1102,222,-220,-184,-193,LLM250,TTI_image_relaxed2.png
1103,200,193,-120,-78,LLM250,TTI_image_pride4.png
1104,-174,33,-228,226,LLM250,TTI_image_afraid10.png
1105,65,-232,-2,0,LLM250,TTI_image_sleepy2.png
1106,222,218,-145,34,LLM250,TTI_image_elevation5.png
1107,-143,42,-135,47,LLM250,TTI_image_disgust1.png
1108,-167,99,-132,108,LLM250,TTI_image_shame2.png
1109,-156,-32,-236,130,LLM250,TTI_image_guilt4.png
1110,19,225,-38,-124,LLM250,TTI_image_ranger1.png
1111,126,28,3,-1,LLM250,TTI_image_satisfied9.png
1112,-17,135,-235,201,LLM250,TTI_image_embarrass5.png
1113,-2,-50,-45,35,LLM250,TTI_image_sad5.png
1114,41,-157,-40,-181,LLM250,TTI_image_gratitude4.png
1115,38,-31,-56,-96,LLM250,TTI_image_mdisgust1.png
1116,127,-29,-164,-213,LLM250,TTI_image_happy5.png
1117,220,154,185,-188,LLM250,TTI_image_surprise2.png
1118,-152,-80,-1,0,LLM251,TTI_image_afraid10.png
1119,-73,41,221,-60,LLM251,TTI_image_disgust1.png
1120,-1,29,237,-167,LLM251,TTI_image_surprise2.png
1121,1,-232,244,1,LLM251,TTI_image_sleepy2.png
1122,67,71,-135,29,LLM251,TTI_image_ranger1.png
1123,-104,30,0,64,LLM251,TTI_image_happy5.png
1124,0,-117,-57,1,LLM251,TTI_image_guilt4.png
1125,-2,-197,0,-1,LLM251,TTI_image_sad5.png
1126,97,22,-28,2,LLM251,TTI_image_elevation5.png
1127,59,-191,-112,-130,LLM251,TTI_image_relaxed2.png
1128,-1,59,0,0,LLM251,TTI_image_anger4.png
1129,-27,-19,-18,-181,LLM251,TTI_image_embarrass5.png
1130,-2,-233,225,2,LLM251,TTI_image_contempt5.png
1131,-175,22,0,71,LLM251,TTI_image_gratitude4.png
1132,-105,30,-1,61,LLM251,TTI_image_shame2.png
1133,-67,-157,-1,0,LLM251,TTI_image_pride4.png
1134,0,-225,244,-240,LLM251,TTI_image_mdisgust1.png
1135,-1,-233,0,-243,LLM251,TTI_image_satisfied9.png
1136,193,-147,-128,-118,LLM146,TTI_image_elevation5.png
1137,2,-247,-142,-124,LLM146,TTI_image_relaxed2.png
1138,-136,-133,-129,-129,LLM146,TTI_image_ranger1.png
1139,130,-179,118,-185,LLM146,TTI_image_surprise2.png
1140,0,-250,-137,-142,LLM146,TTI_image_sleepy2.png
1141,-128,-80,134,-104,LLM146,TTI_image_shame2.png
1142,-2,-250,-108,-124,LLM146,TTI_image_gratitude4.png
1143,-1,-165,203,-192,LLM146,TTI_image_embarrass5.png
1144,-134,-149,-134,-149,LLM146,TTI_image_sad5.png
1145,4,-3,-138,-145,LLM146,TTI_image_anger4.png
1146,-153,-142,-144,-137,LLM146,TTI_image_guilt4.png
1147,-149,-53,-142,-126,LLM146,TTI_image_contempt5.png
1148,-130,-93,-131,-130,LLM146,TTI_image_mdisgust1.png
1149,207,-232,-129,-182,LLM146,TTI_image_happy5.png
1150,136,-153,-125,-135,LLM146,TTI_image_pride4.png
1151,145,-160,-130,-158,LLM146,TTI_image_satisfied9.png
1152,-245,-76,247,1,LLM146,TTI_image_disgust1.png
1153,-224,-65,-215,-67,LLM146,TTI_image_afraid10.png
1154,215,-148,223,-97,LLM149,TTI_image_satisfied9.png
1155,-95,44,214,38,LLM149,TTI_image_guilt4.png
1156,12,-218,-71,38,LLM149,TTI_image_sleepy2.png
1157,185,57,98,-119,LLM149,TTI_image_happy5.png
1158,-226,161,-229,225,LLM149,TTI_image_anger4.png
1159,105,168,136,118,LLM149,TTI_image_surprise2.png
1160,-136,-69,-222,91,LLM149,TTI_image_shame2.png
1161,28,-63,-104,-79,LLM149,TTI_image_pride4.png
1162,-180,147,-214,59,LLM149,TTI_image_afraid10.png
1163,-240,-121,-128,102,LLM149,TTI_image_contempt5.png
1164,-133,-238,162,-72,LLM149,TTI_image_sad5.png
1165,163,-231,153,-36,LLM149,TTI_image_relaxed2.png
1166,-198,110,-188,63,LLM149,TTI_image_embarrass5.png
1167,104,-133,-218,-226,LLM149,TTI_image_gratitude4.png
1168,-58,-58,46,33,LLM149,TTI_image_elevation5.png
1169,-243,141,226,140,LLM149,TTI_image_mdisgust1.png
1170,-122,172,148,230,LLM149,TTI_image_ranger1.png
1171,-209,192,169,215,LLM149,TTI_image_disgust1.png
1172,0,0,0,0,LLM314,TTI_image_mdisgust1.png
1173,-137,-1,131,2,LLM314,TTI_image_contempt5.png
1174,133,108,-123,0,LLM314,TTI_image_surprise2.png
1175,-4,-119,-198,-172,LLM314,TTI_image_sleepy2.png
1176,-167,160,151,146,LLM314,TTI_image_shame2.png
1177,147,142,-160,-134,LLM314,TTI_image_pride4.png
1178,0,-132,132,3,LLM314,TTI_image_guilt4.png
1179,127,159,-172,-139,LLM314,TTI_image_happy5.png
1180,186,192,-211,-208,LLM314,TTI_image_elevation5.png
1181,-1,0,208,205,LLM314,TTI_image_sad5.png
1182,-108,139,151,136,LLM314,TTI_image_anger4.png
1183,150,-125,-161,-133,LLM314,TTI_image_relaxed2.png
1184,-105,2,177,0,LLM314,TTI_image_afraid10.png
1185,186,144,-160,-123,LLM314,TTI_image_satisfied9.png
1186,-121,91,174,62,LLM314,TTI_image_ranger1.png
1187,140,-86,-138,-98,LLM314,TTI_image_gratitude4.png
1188,-3,-1,-68,51,LLM314,TTI_image_embarrass5.png
1189,-86,57,177,144,LLM314,TTI_image_disgust1.png
1190,-226,-157,227,221,795215,TTI_image_happy5.png
1191,-223,-54,233,158,795215,TTI_image_elevation5.png
1192,-129,169,224,136,795215,TTI_image_satisfied9.png
1193,231,212,221,-154,795215,TTI_image_pride4.png
1194,-205,-130,180,-168,795215,TTI_image_surprise2.png
1195,-237,-147,230,-235,795215,TTI_image_guilt4.png
1196,-237,245,97,151,795215,TTI_image_disgust1.png
1197,229,-169,-3,-247,795215,TTI_image_mdisgust1.png
1198,-238,226,-238,226,795215,TTI_image_sleepy2.png
1199,-206,138,-246,-240,795215,TTI_image_afraid10.png
1200,156,-168,196,-215,795215,TTI_image_anger4.png
1201,196,-215,249,-239,795215,TTI_image_ranger1.png
1202,246,-246,-246,-249,795215,TTI_image_sad5.png
1203,-242,246,-243,246,795215,TTI_image_relaxed2.png
1204,-243,246,-243,246,795215,TTI_image_embarrass5.png
1205,-246,228,240,241,795215,TTI_image_gratitude4.png
1206,-202,-103,-243,-243,795215,TTI_image_contempt5.png
1207,-190,-217,225,-245,795215,TTI_image_shame2.png
1208,-236,-219,-236,-219,LLM297,TTI_image_embarrass5.png
1209,-235,-25,35,212,LLM297,TTI_image_guilt4.png
1210,85,223,68,-168,LLM297,TTI_image_elevation5.png
1211,17,238,-168,-205,LLM297,TTI_image_relaxed2.png
1212,-239,-28,61,238,LLM297,TTI_image_disgust1.png
1213,-38,-151,-38,-151,LLM297,TTI_image_sad5.png
1214,-237,-16,134,123,LLM297,TTI_image_mdisgust1.png
1215,142,214,-215,-220,LLM297,TTI_image_pride4.png
1216,-58,-218,88,-87,LLM297,TTI_image_gratitude4.png
1217,188,-191,-199,-187,LLM297,TTI_image_sleepy2.png
1218,-224,218,146,186,LLM297,TTI_image_contempt5.png
1219,185,182,132,-135,LLM297,TTI_image_satisfied9.png
1220,-189,168,134,163,LLM297,TTI_image_anger4.png
1221,207,204,-144,143,LLM297,TTI_image_surprise2.png
1222,123,156,-86,-75,LLM297,TTI_image_happy5.png
1223,-115,-146,36,46,LLM297,TTI_image_afraid10.png
1224,-192,197,-220,221,LLM297,TTI_image_shame2.png
1225,-192,177,-91,114,LLM297,TTI_image_ranger1.png
1226,214,-222,-203,-205,642379,TTI_image_satisfied9.png
1227,134,-232,-220,-141,642379,TTI_image_sleepy2.png
1228,-34,22,33,19,642379,TTI_image_mdisgust1.png
1229,22,-19,26,-30,642379,TTI_image_shame2.png
1230,151,-128,-170,-153,642379,TTI_image_surprise2.png
1231,204,-211,-218,-211,642379,TTI_image_relaxed2.png
1232,-218,-38,-187,-145,642379,TTI_image_disgust1.png
1233,167,-169,-205,-175,642379,TTI_image_gratitude4.png
1234,126,-121,-121,-105,642379,TTI_image_elevation5.png
1235,193,-193,-196,-189,642379,TTI_image_happy5.png
1236,16,-230,-212,-200,642379,TTI_image_guilt4.png
1237,22,-211,-214,-216,642379,TTI_image_contempt5.png
1238,28,-226,-203,-211,642379,TTI_image_sad5.png
1239,30,-236,-201,-213,642379,TTI_image_anger4.png
1240,32,-223,-223,-199,642379,TTI_image_ranger1.png
1241,141,-229,-197,-215,642379,TTI_image_afraid10.png
1242,168,-225,-208,-220,642379,TTI_image_pride4.png
1243,143,-234,-208,-226,642379,TTI_image_embarrass5.png
1244,90,94,-144,-75,LLM361,TTI_image_pride4.png
1245,-102,-105,-113,91,LLM361,TTI_image_afraid10.png
1246,151,96,-114,-70,LLM361,TTI_image_surprise2.png
1247,-110,108,95,74,LLM361,TTI_image_ranger1.png
1248,-115,99,134,133,LLM361,TTI_image_contempt5.png
1249,-114,121,-126,-81,LLM361,TTI_image_shame2.png
1250,122,-91,-126,-117,LLM361,TTI_image_sleepy2.png
1251,129,-99,-116,-87,LLM361,TTI_image_happy5.png
1252,-153,113,-122,106,LLM361,TTI_image_disgust1.png
1253,146,-63,-128,-111,LLM361,TTI_image_satisfied9.png
1254,-125,147,134,101,LLM361,TTI_image_embarrass5.png
1255,120,-115,-134,-86,LLM361,TTI_image_gratitude4.png
1256,-137,95,-134,89,LLM361,TTI_image_anger4.png
1257,-140,85,-133,78,LLM361,TTI_image_mdisgust1.png
1258,123,-179,-108,-105,LLM361,TTI_image_relaxed2.png
1259,86,-109,130,-127,LLM361,TTI_image_elevation5.png
1260,-176,119,-127,-91,LLM361,TTI_image_guilt4.png
1261,-138,-119,-133,-95,LLM361,TTI_image_sad5.png
1262,-183,73,-197,-105,LLM362,TTI_image_afraid10.png
1263,52,-146,-172,-160,LLM362,TTI_image_satisfied9.png
1264,-179,-118,-179,-118,LLM362,TTI_image_gratitude4.png
1265,-183,110,-183,110,LLM362,TTI_image_anger4.png
1266,-103,-194,68,-134,LLM362,TTI_image_mdisgust1.png
1267,-165,-173,201,-103,LLM362,TTI_image_happy5.png
1268,-149,-150,158,-145,LLM362,TTI_image_shame2.png
1269,28,104,28,104,LLM362,TTI_image_surprise2.png
1270,-27,-120,131,-117,LLM362,TTI_image_sad5.png
1271,-75,-127,121,-135,LLM362,TTI_image_embarrass5.png
1272,-94,-162,200,-105,LLM362,TTI_image_contempt5.png
1273,-51,-167,114,-156,LLM362,TTI_image_ranger1.png
1274,-118,-204,153,-141,LLM362,TTI_image_guilt4.png
1275,76,63,76,58,LLM362,TTI_image_pride4.png
1276,-82,49,162,73,LLM362,TTI_image_disgust1.png
1277,93,-142,-148,-155,LLM362,TTI_image_relaxed2.png
1278,73,97,73,97,LLM362,TTI_image_elevation5.png
1279,103,-143,-226,-202,LLM362,TTI_image_sleepy2.png
1280,-60,223,64,-34,LLM284,TTI_image_elevation5.png
1281,-35,-134,29,50,LLM284,TTI_image_sleepy2.png
1282,39,-184,-65,25,LLM284,TTI_image_relaxed2.png
1283,-121,26,183,55,LLM284,TTI_image_sad5.png
1284,-209,37,82,-130,LLM284,TTI_image_surprise2.png
1285,88,-165,102,42,LLM284,TTI_image_gratitude4.png
1286,146,-188,86,-69,LLM284,TTI_image_satisfied9.png
1287,-223,25,-128,100,LLM284,TTI_image_pride4.png
1288,-201,202,-123,-125,LLM284,TTI_image_shame2.png
1289,-244,246,-213,-215,LLM284,TTI_image_disgust1.png
1290,-240,237,-87,-78,LLM284,TTI_image_contempt5.png
1291,-247,151,-241,-241,LLM284,TTI_image_anger4.png
1292,-242,36,165,24,LLM284,TTI_image_mdisgust1.png
1293,-249,-35,247,-120,LLM284,TTI_image_guilt4.png
1294,-169,-164,225,-73,LLM284,TTI_image_ranger1.png
1295,-245,244,232,-38,LLM284,TTI_image_embarrass5.png
1296,220,-72,-181,-117,LLM284,TTI_image_happy5.png
1297,-216,-193,-210,64,LLM284,TTI_image_afraid10.png
1298,-121,-108,185,60,LLM243,TTI_image_sad5.png
1299,-25,63,195,141,LLM243,TTI_image_guilt4.png
1300,40,136,51,47,LLM243,TTI_image_gratitude4.png
1301,209,162,-160,76,LLM243,TTI_image_happy5.png
1302,189,-76,-106,-57,LLM243,TTI_image_sleepy2.png
1303,210,150,6,-122,LLM243,TTI_image_surprise2.png
1304,-149,-30,-162,49,LLM243,TTI_image_satisfied9.png
1305,-231,27,166,52,LLM243,TTI_image_mdisgust1.png
1306,-48,75,-35,117,LLM243,TTI_image_afraid10.png
1307,-165,-61,39,-76,LLM243,TTI_image_anger4.png
1308,-144,122,216,109,LLM243,TTI_image_embarrass5.png
1309,25,-178,115,45,LLM243,TTI_image_ranger1.png
1310,-212,65,231,96,LLM243,TTI_image_disgust1.png
1311,208,-79,-36,25,LLM243,TTI_image_elevation5.png
1312,-31,55,227,137,LLM243,TTI_image_contempt5.png
1313,223,65,-117,-40,LLM243,TTI_image_pride4.png
1314,222,-58,-211,-67,LLM243,TTI_image_relaxed2.png
1315,-120,-145,217,72,LLM243,TTI_image_shame2.png
1316,205,27,-63,29,LLM298,TTI_image_happy5.png
1317,40,-20,-46,25,LLM298,TTI_image_sleepy2.png
1318,27,18,-42,-26,LLM298,TTI_image_satisfied9.png
1319,-39,-29,-22,-48,LLM298,TTI_image_shame2.png
1320,-29,28,-19,-124,LLM298,TTI_image_ranger1.png
1321,-117,29,-29,-71,LLM298,TTI_image_afraid10.png
1322,-24,86,-26,-105,LLM298,TTI_image_elevation5.png
1323,-37,-32,-30,-200,LLM298,TTI_image_guilt4.png
1324,-100,-55,31,-165,LLM298,TTI_image_anger4.png
1325,-88,-134,19,-113,LLM298,TTI_image_sad5.png
1326,40,-84,-25,-45,LLM298,TTI_image_gratitude4.png
1327,54,54,-79,-58,LLM298,TTI_image_pride4.png
1328,-26,132,84,117,LLM298,TTI_image_mdisgust1.png
1329,153,91,-43,170,LLM298,TTI_image_relaxed2.png
1330,-153,133,149,57,LLM298,TTI_image_disgust1.png
1331,-116,23,39,62,LLM298,TTI_image_contempt5.png
1332,37,-99,36,115,LLM298,TTI_image_surprise2.png
1333,-39,115,101,88,LLM298,TTI_image_embarrass5.png
1334,-192,-160,169,-158,LLM357,TTI_image_sad5.png
1335,175,177,-36,202,LLM357,TTI_image_ranger1.png
1336,-214,-186,-177,-189,LLM357,TTI_image_embarrass5.png
1337,14,232,-62,-237,LLM357,TTI_image_gratitude4.png
1338,27,-235,-178,-231,LLM357,TTI_image_sleepy2.png
1339,78,-213,76,57,LLM357,TTI_image_shame2.png
1340,-220,20,131,224,LLM357,TTI_image_afraid10.png
1341,212,147,-225,92,LLM357,TTI_image_happy5.png
1342,-15,217,39,80,LLM357,TTI_image_anger4.png
1343,-152,12,160,227,LLM357,TTI_image_mdisgust1.png
1344,-29,209,126,208,LLM357,TTI_image_contempt5.png
1345,-224,-27,-217,219,LLM357,TTI_image_guilt4.png
1346,34,78,-85,-229,LLM357,TTI_image_pride4.png
1347,-243,19,56,238,LLM357,TTI_image_disgust1.png
1348,222,227,27,233,LLM357,TTI_image_surprise2.png
1349,87,227,-142,-233,LLM357,TTI_image_elevation5.png
1350,20,17,-27,-34,LLM357,TTI_image_relaxed2.png
1351,213,-77,-230,-187,LLM357,TTI_image_satisfied9.png
1352,-108,-20,0,2,LLM313,TTI_image_sad5.png
1353,-170,-99,65,-171,LLM313,TTI_image_shame2.png
1354,-53,40,-61,-42,LLM313,TTI_image_mdisgust1.png
1355,-164,-50,97,-45,LLM313,TTI_image_afraid10.png
1356,143,69,-88,62,LLM313,TTI_image_surprise2.png
1357,-85,-75,-87,-75,LLM313,TTI_image_guilt4.png
1358,-230,97,193,69,LLM313,TTI_image_anger4.png
1359,54,-49,-3,-39,LLM313,TTI_image_satisfied9.png
1360,-24,0,-5,-47,LLM313,TTI_image_ranger1.png
1361,-109,99,128,87,LLM313,TTI_image_contempt5.png
1362,34,-67,-123,-47,LLM313,TTI_image_gratitude4.png
1363,-91,100,210,51,LLM313,TTI_image_disgust1.png
1364,165,108,-165,-108,LLM313,TTI_image_pride4.png
1365,232,143,-133,-78,LLM313,TTI_image_happy5.png
1366,0,-162,-121,1,LLM313,TTI_image_sleepy2.png
1367,91,156,-71,118,LLM313,TTI_image_elevation5.png
1368,22,-79,-42,-127,LLM313,TTI_image_relaxed2.png
1369,-1,151,214,48,LLM313,TTI_image_embarrass5.png
1370,-55,223,-223,25,LLM294,TTI_image_ranger1.png
1371,-232,236,-246,0,LLM294,TTI_image_anger4.png
1372,-200,-240,-185,31,LLM294,TTI_image_afraid10.png
1373,-106,-248,-242,-247,LLM294,TTI_image_sad5.png
1374,-29,247,138,129,LLM294,TTI_image_disgust1.png
1375,-213,53,35,68,LLM294,TTI_image_shame2.png
1376,242,-242,-247,-128,LLM294,TTI_image_gratitude4.png
1377,185,-246,-247,-246,LLM294,TTI_image_relaxed2.png
1378,249,95,100,0,LLM294,TTI_image_satisfied9.png
1379,-247,64,247,141,LLM294,TTI_image_mdisgust1.png
1380,1,202,-38,45,LLM294,TTI_image_elevation5.png
1381,-248,248,-248,249,LLM294,TTI_image_embarrass5.png
1382,0,-249,-245,-247,LLM294,TTI_image_sleepy2.png
1383,224,191,237,70,LLM294,TTI_image_happy5.png
1384,-35,-38,-1,59,LLM294,TTI_image_guilt4.png
1385,242,200,-239,219,LLM294,TTI_image_pride4.png
1386,247,247,248,247,LLM294,TTI_image_surprise2.png
1387,-248,-97,92,-48,LLM294,TTI_image_contempt5.png
1388,128,48,45,-40,LLM327,TTI_image_happy5.png
1389,92,-71,-98,-149,LLM327,TTI_image_satisfied9.png
1390,-103,137,-31,68,LLM327,TTI_image_sad5.png
1391,-159,90,-2,84,LLM327,TTI_image_afraid10.png
1392,-206,140,183,79,LLM327,TTI_image_disgust1.png
1393,-139,60,-94,86,LLM327,TTI_image_anger4.png
1394,44,-174,-152,-163,LLM327,TTI_image_elevation5.png
1395,115,-177,-197,-155,LLM327,TTI_image_sleepy2.png
1396,-62,82,145,51,LLM327,TTI_image_contempt5.png
1397,-202,138,-119,188,LLM327,TTI_image_embarrass5.png
1398,-1,-227,-57,-102,LLM327,TTI_image_gratitude4.png
1399,-93,96,-1,76,LLM327,TTI_image_shame2.png
1400,-119,105,-210,98,LLM327,TTI_image_guilt4.png
1401,-217,42,198,42,LLM327,TTI_image_mdisgust1.png
1402,-35,-40,1,-44,LLM327,TTI_image_ranger1.png
1403,115,36,-191,-22,LLM327,TTI_image_pride4.png
1404,74,22,33,-69,LLM327,TTI_image_surprise2.png
1405,205,-160,-201,-125,LLM327,TTI_image_relaxed2.png
1406,2,55,0,0,LLM306,TTI_image_pride4.png
1407,-168,114,-1,59,LLM306,TTI_image_embarrass5.png
1408,123,103,-74,-1,LLM306,TTI_image_surprise2.png
1409,-127,161,-95,150,LLM306,TTI_image_guilt4.png
1410,138,-133,-129,-132,LLM306,TTI_image_relaxed2.png
1411,-169,126,185,156,LLM306,TTI_image_mdisgust1.png
1412,-248,134,236,229,LLM306,TTI_image_disgust1.png
1413,119,120,-161,-130,LLM306,TTI_image_happy5.png
1414,61,114,-100,-1,LLM306,TTI_image_elevation5.png
1415,-134,46,161,-45,LLM306,TTI_image_shame2.png
1416,-201,203,180,-103,LLM306,TTI_image_contempt5.png
1417,31,-1,-3,-90,LLM306,TTI_image_satisfied9.png
1418,-3,-4,-1,-139,LLM306,TTI_image_sad5.png
1419,-80,78,52,-1,LLM306,TTI_image_anger4.png
1420,-60,131,90,-52,LLM306,TTI_image_ranger1.png
1421,-136,128,116,-136,LLM306,TTI_image_afraid10.png
1422,0,0,2,-81,LLM306,TTI_image_gratitude4.png
1423,31,-69,-2,-124,LLM306,TTI_image_sleepy2.png
1424,-248,-219,234,-147,LLM310,TTI_image_guilt4.png
1425,-242,237,-242,240,LLM310,TTI_image_disgust1.png
1426,0,-244,-240,-2,LLM310,TTI_image_sleepy2.png
1427,245,60,248,135,LLM310,TTI_image_surprise2.png
1428,201,-93,-219,-47,LLM310,TTI_image_happy5.png
1429,-230,221,-17,-227,LLM310,TTI_image_afraid10.png
1430,1,-243,-249,-249,LLM310,TTI_image_gratitude4.png
1431,246,236,-243,-31,LLM310,TTI_image_satisfied9.png
